ID;wwwID;nowwwID;UserID;Date;Hosting Type;Language;Adult Content;Other Problem;Web Spam;News/Editorial;Commercial;Educational/Research;Discussion;Personal/Leisure;Media;Database;Readability-Vis;Readability-Lang;Neutrality;Bias;Trustiness;Confidence;auto_lang
37424;44461;37424;8;12-MAY-10 13:07:31;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
12985;12985;55124;14;23-APR-10 17:27:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
54531;54531;87308;8;21-APR-10 15:12:23;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
54531;54531;87308;14;12-MAY-10 10:31:14;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
87877;87877;50541;14;22-APR-10 16:06:47;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85159;;85159;8;16-APR-10 11:36:41;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85159;;85159;6;13-APR-10 11:16:02;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85159;;85159;14;30-APR-10 08:58:30;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
55542;82825;55542;6;26-APR-10 17:31:50;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
30303;154408;30303;8;14-APR-10 11:39:08;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
3179;3179;25259;6;16-APR-10 18:18:13;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
25259;3179;25259;6;21-APR-10 14:57:11;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
82719;82719;;14;22-APR-10 16:54:55;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
8155;8155;89882;6;16-APR-10 18:45:00;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
70114;38072;70114;6;22-MAR-10 10:18:39;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
70114;38072;70114;12;05-MAY-10 12:23:37;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
5404;82589;5404;8;05-MAY-10 11:50:29;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
10056;;10056;8;15-APR-10 14:49:35;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
10056;;10056;14;24-MAR-10 11:38:35;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
58181;58181;50528;12;06-APR-10 13:17:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
16475;168708;16475;14;13-APR-10 13:26:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
3111;3111;35037;8;21-APR-10 12:13:12;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
14786;32615;14786;8;14-APR-10 11:08:06;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
82276;82276;;7;31-MAR-10 10:56:23;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
88532;88532;127840;14;14-APR-10 15:58:32;;en;;;Spam;;;;;;;;;;;;;;en
31093;58502;31093;6;13-APR-10 14:09:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;Database;2;2;3;2;3;Sure;en
33676;33676;;14;16-APR-10 14:51:48;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
82999;82999;25946;8;15-APR-10 13:51:51;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
25503;63039;25503;8;20-APR-10 13:22:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
39811;;39811;8;18-MAR-10 14:18:43;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
55240;92697;55240;6;30-MAR-10 16:23:48;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
199;77407;199;6;19-APR-10 10:23:33;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
8581;8581;117284;8;06-APR-10 11:44:58;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
55340;33042;55340;12;21-APR-10 10:51:34;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
77740;77740;;8;22-APR-10 11:02:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
43173;43173;111040;8;09-APR-10 15:46:23;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
84824;152742;84824;8;19-MAR-10 11:36:38;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
84824;152742;84824;6;20-APR-10 18:17:07;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
84368;145631;84368;8;02-APR-10 13:09:14;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
82841;82841;5789;12;08-APR-10 15:44:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
77759;77759;60308;8;22-APR-10 09:03:23;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
77654;77654;30251;8;14-APR-10 13:51:29;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
57017;24258;57017;12;12-APR-10 15:18:06;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
30251;77654;30251;8;24-MAR-10 10:55:34;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
24258;24258;57017;8;31-MAR-10 11:35:28;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
24258;24258;57017;14;22-APR-10 16:27:33;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
10639;58206;10639;6;30-MAR-10 15:06:15;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
10282;18071;10282;14;22-APR-10 16:37:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
10282;18071;10282;13;18-MAR-10 14:09:20;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;3;Sure;en
45733;;45733;12;15-APR-10 09:38:34;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
39793;37737;39793;8;31-MAR-10 13:23:42;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
39793;37737;39793;7;18-MAR-10 12:15:13;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
37737;37737;39793;12;08-APR-10 13:48:42;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
42720;42720;14795;8;04-MAY-10 12:50:35;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85193;13277;85193;8;05-MAY-10 12:22:06;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85193;13277;85193;14;23-APR-10 13:55:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
86307;43983;86307;12;01-APR-10 11:56:11;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
43983;43983;86307;8;21-APR-10 12:12:38;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
43983;43983;86307;12;28-APR-10 13:45:13;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
95583;13480;95583;14;20-APR-10 13:20:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;Database;2;2;3;2;3;Sure;en
95583;13480;95583;12;31-MAR-10 15:44:12;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
77435;77435;249;12;21-APR-10 15:00:38;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;Database;2;2;3;2;3;Sure;en
13480;13480;95583;12;21-APR-10 14:00:01;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
19835;77345;19835;8;15-APR-10 13:58:58;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
71386;68693;71386;8;09-APR-10 15:00:51;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
68693;68693;71386;14;20-APR-10 12:08:48;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
23068;23068;35122;6;16-APR-10 18:19:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
5446;53032;5446;12;27-APR-10 14:26:17;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
88495;88495;;6;19-APR-10 11:19:46;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
88495;88495;;14;14-APR-10 16:31:39;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
57737;57737;49866;12;31-MAR-10 12:48:32;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;1;3;Sure;en
40399;38144;40399;8;01-APR-10 14:12:39;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
90035;155904;90035;8;02-APR-10 10:59:55;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
84478;147718;84478;8;21-APR-10 12:07:14;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
84478;147718;84478;14;22-APR-10 15:43:46;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
60231;38097;60231;8;24-MAR-10 09:20:50;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
38097;38097;60231;12;15-APR-10 10:16:39;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
60231;38097;60231;6;23-APR-10 12:18:37;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
65455;92874;65455;8;24-MAR-10 12:13:59;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
65455;92874;65455;13;19-MAR-10 16:43:15;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;Educational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
65455;92874;65455;14;23-APR-10 15:44:26;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
93159;93159;85611;14;20-APR-10 16:05:43;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
89294;34549;89294;8;26-APR-10 17:55:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
52767;52767;54853;12;12-APR-10 15:14:20;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
41182;48676;41182;8;21-APR-10 11:59:37;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
49820;57693;49820;8;15-APR-10 11:54:57;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
90748;68390;90748;14;22-APR-10 14:34:57;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
6421;;6421;14;22-APR-10 16:11:24;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
5149;72523;5149;7;31-MAR-10 11:01:30;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
5149;72523;5149;12;28-APR-10 14:52:12;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
78725;78725;71701;6;31-MAR-10 13:15:26;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
78725;78725;71701;8;12-MAY-10 13:33:20;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
48190;48190;20500;8;19-APR-10 15:26:38;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
48190;48190;20500;12;08-APR-10 13:05:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
52361;29349;52361;14;16-APR-10 10:41:40;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
29349;29349;52361;8;20-APR-10 12:07:58;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
29349;29349;52361;14;16-APR-10 14:49:19;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;Commercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
78170;78170;21126;6;21-APR-10 08:25:28;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
21126;78170;21126;7;01-APR-10 10:05:01;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;Database;2;2;2;2;3;Sure;en
78170;78170;21126;14;23-APR-10 14:12:38;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
72806;72806;35403;8;15-APR-10 11:54:25;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
97629;97629;89754;8;09-APR-10 13:57:54;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
80816;166355;80816;8;13-APR-10 14:04:46;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
80816;166355;80816;14;12-MAY-10 10:47:28;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;Database;2;2;3;;3;Sure;en
80381;38377;80381;8;18-MAR-10 14:03:23;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
38377;38377;80381;14;13-APR-10 13:20:50;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
38377;38377;80381;12;14-APR-10 18:27:22;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
62624;62624;84443;8;21-APR-10 13:50:14;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
62624;62624;84443;14;16-APR-10 14:34:06;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
48231;48231;40447;6;20-APR-10 17:56:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
84656;92555;84656;12;05-MAY-10 10:35:42;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
96853;54241;96853;8;01-APR-10 11:06:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85427;13411;85427;6;13-APR-10 11:33:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
85427;13411;85427;12;18-MAR-10 15:31:26;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
54241;54241;96853;14;13-APR-10 15:07:29;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
